39.23,-0.07,0.00
39.24,-0.07,0.00
39.24,-0.07,0.00
39.25,-0.06,0.00
39.25,-0.06,0.00
39.25,-0.06,0.00
39.26,-0.06,0.00
39.26,-0.05,0.00
39.27,-0.05,0.00
39.27,-0.05,0.00
39.28,-0.05,0.00
39.28,-0.04,0.00
39.28,-0.04,0.00
39.29,-0.04,0.00
39.29,-0.04,0.00
39.30,-0.03,0.00
39.30,-0.03,0.00
39.31,-0.03,0.00
39.31,-0.03,0.00
39.31,-0.03,0.00
39.32,-0.02,0.00
39.32,-0.02,0.00
39.33,-0.02,0.00
39.33,-0.02,0.00
39.33,-0.01,0.00
39.34,-0.01,0.00
39.34,-0.01,0.00
39.35,-0.01,0.00
39.35,-0.00,0.00
39.36,-0.00,0.00
39.36,0.00,0.00
39.36,0.00,0.00
39.37,0.01,0.00
39.37,0.01,0.00
39.38,0.01,0.00
39.38,0.01,0.00
39.39,0.01,0.00
39.39,0.02,0.00
39.39,0.02,0.00
39.40,0.02,0.00
39.40,0.02,0.00
39.41,0.03,0.00
39.41,0.03,0.00
39.42,0.03,0.00
39.42,0.03,0.00
39.42,0.04,0.00
39.43,0.04,0.00
39.43,0.04,0.00
39.44,0.04,0.00
39.44,0.05,0.00
39.45,0.05,0.00
39.45,0.05,0.00
39.45,0.05,0.00
39.46,0.05,0.00
39.46,0.06,0.00
39.47,0.06,0.00
39.47,0.06,0.00
39.48,0.06,0.00
39.48,0.07,0.00
39.48,0.07,0.00
39.49,0.07,0.00
39.49,0.07,0.00
39.50,0.08,0.00
39.50,0.08,0.00
39.51,0.08,0.00
39.51,0.08,0.00
39.51,0.08,0.00
39.52,0.09,0.00
39.52,0.09,0.00
39.53,0.09,0.00
39.53,0.09,0.00
39.54,0.10,0.00
39.54,0.10,0.00
39.54,0.10,0.00
39.55,0.10,0.00
39.55,0.11,0.00
39.56,0.11,0.00
39.56,0.11,0.00
39.57,0.11,0.00
39.57,0.11,0.00
39.57,0.12,0.00
39.58,0.12,0.00
39.58,0.12,0.00
39.59,0.12,0.00
39.59,0.13,0.00
39.60,0.13,0.00
39.60,0.13,0.00
39.61,0.13,0.00
39.61,0.13,0.00
39.61,0.14,0.00
39.62,0.14,0.00
39.62,0.14,0.00
39.63,0.14,0.00
39.63,0.15,0.00
39.64,0.15,0.00
39.64,0.15,0.00
39.64,0.15,0.00
39.65,0.15,0.00
39.65,0.16,0.00
39.66,0.16,0.00
39.66,0.16,0.00
39.67,0.16,0.00
39.67,0.17,0.00
39.67,0.17,0.00
39.68,0.17,0.00
39.68,0.17,0.00
