-0.34,-0.82,0.00
-0.39,-0.85,0.00
-0.44,-0.89,0.00
-0.50,-0.92,0.00
-0.56,-0.94,0.00
-0.61,-0.96,0.00
-0.67,-0.98,0.00
-0.73,-0.99,0.00
-0.79,-1.02,0.00
-0.85,-1.04,0.00
-0.91,-1.06,0.00
-0.97,-1.08,0.00
-1.02,-1.09,0.00
-1.08,-1.11,0.00
-1.14,-1.12,0.00
-1.20,-1.14,0.00
-1.26,-1.15,0.00
-1.32,-1.17,0.00
-1.39,-1.18,0.00
-1.45,-1.19,0.00
-1.51,-1.20,0.00
-1.57,-1.20,0.00
-1.63,-1.21,0.00
-1.69,-1.21,0.00
-1.75,-1.22,0.00
-1.82,-1.22,0.00
-1.88,-1.23,0.00
-1.94,-1.23,0.00
-2.00,-1.24,0.00
-2.06,-1.24,0.00
-2.12,-1.25,0.00
-2.18,-1.25,0.00
-2.25,-1.26,0.00
-2.31,-1.27,0.00
-2.37,-1.27,0.00
-2.43,-1.27,0.00
-2.49,-1.27,0.00
-2.55,-1.27,0.00
-2.62,-1.27,0.00
-2.68,-1.27,0.00
-2.74,-1.26,0.00
-2.80,-1.25,0.00
-2.86,-1.24,0.00
-2.92,-1.23,0.00
-2.98,-1.22,0.00
-3.04,-1.20,0.00
-3.10,-1.19,0.00
-3.16,-1.18,0.00
-3.22,-1.16,0.00
-3.28,-1.15,0.00
-3.34,-1.13,0.00
-3.40,-1.11,0.00
-3.46,-1.10,0.00
-3.52,-1.08,0.00
-3.58,-1.06,0.00
-3.64,-1.04,0.00
-3.70,-1.02,0.00
-3.75,-1.00,0.00
-3.81,-0.98,0.00
-3.87,-0.96,0.00
-3.93,-0.94,0.00
-3.99,-0.92,0.00
-4.05,-0.91,0.00
-4.11,-0.89,0.00
-4.17,-0.88,0.00
-4.23,-0.87,0.00
-4.29,-0.85,0.00
-4.35,-0.84,0.00
-4.41,-0.83,0.00
-4.47,-0.83,0.00
-4.53,-0.82,0.00
-4.60,-0.81,0.00
-4.66,-0.80,0.00
-4.72,-0.79,0.00
-4.78,-0.78,0.00
-4.84,-0.77,0.00
-4.90,-0.76,0.00
-4.96,-0.75,0.00
-5.02,-0.74,0.00
-5.08,-0.73,0.00
-5.14,-0.72,0.00
-5.20,-0.70,0.00
-5.26,-0.69,0.00
-5.32,-0.68,0.00
-5.38,-0.66,0.00
-5.44,-0.65,0.00
-5.50,-0.63,0.00
-5.56,-0.62,0.00
-5.62,-0.60,0.00
-5.68,-0.59,0.00
-5.74,-0.57,0.00
-5.80,-0.56,0.00
-5.86,-0.54,0.00
-5.92,-0.53,0.00
-5.98,-0.51,0.00
-6.04,-0.49,0.00
-6.10,-0.48,0.00
-6.16,-0.46,0.00
-6.22,-0.45,0.00
-6.28,-0.44,0.00
-6.34,-0.43,0.00
-6.40,-0.42,0.00
-6.47,-0.41,0.00
-6.53,-0.41,0.00
-6.59,-0.40,0.00
-6.65,-0.40,0.00
-6.71,-0.39,0.00
-6.77,-0.39,0.00
-6.84,-0.39,0.00
-6.90,-0.39,0.00
-6.96,-0.39,0.00
-7.02,-0.39,0.00
-7.08,-0.39,0.00
-7.14,-0.40,0.00
-7.21,-0.40,0.00
-7.27,-0.41,0.00
-7.33,-0.42,0.00
-7.39,-0.43,0.00
-7.45,-0.45,0.00
-7.51,-0.46,0.00
-7.57,-0.47,0.00
-7.63,-0.49,0.00
-7.69,-0.50,0.00
-7.75,-0.52,0.00
-7.81,-0.54,0.00
-7.87,-0.55,0.00
-7.93,-0.57,0.00
-7.98,-0.59,0.00
-8.04,-0.61,0.00
-8.10,-0.63,0.00
-8.16,-0.66,0.00
-8.21,-0.68,0.00
