-1.29,-18.36,0.00
-1.23,-18.37,0.00
-1.16,-18.38,0.00
-1.10,-18.39,0.00
-1.04,-18.41,0.00
-0.97,-18.42,0.00
-0.91,-18.43,0.00
-0.85,-18.44,0.00
-0.78,-18.45,0.00
-0.72,-18.46,0.00
-0.66,-18.48,0.00
-0.60,-18.49,0.00
-0.53,-18.51,0.00
-0.47,-18.52,0.00
-0.41,-18.54,0.00
-0.35,-18.56,0.00
-0.28,-18.58,0.00
-0.22,-18.60,0.00
-0.16,-18.61,0.00
-0.10,-18.63,0.00
-0.04,-18.65,0.00
0.02,-18.67,0.00
0.09,-18.69,0.00
0.15,-18.70,0.00
0.21,-18.72,0.00
0.27,-18.74,0.00
0.33,-18.75,0.00
0.40,-18.77,0.00
0.46,-18.79,0.00
0.52,-18.81,0.00
0.58,-18.82,0.00
0.65,-18.84,0.00
0.71,-18.85,0.00
0.77,-18.87,0.00
0.83,-18.88,0.00
0.90,-18.89,0.00
0.96,-18.91,0.00
1.02,-18.92,0.00
1.09,-18.93,0.00
1.15,-18.94,0.00
1.21,-18.95,0.00
1.28,-18.95,0.00
1.34,-18.96,0.00
1.41,-18.97,0.00
1.47,-18.97,0.00
1.54,-18.98,0.00
1.60,-18.98,0.00
1.66,-18.99,0.00
1.73,-18.99,0.00
1.79,-18.99,0.00
1.86,-18.99,0.00
1.92,-18.99,0.00
1.99,-18.99,0.00
2.05,-18.99,0.00
2.11,-18.99,0.00
2.18,-18.99,0.00
2.24,-18.99,0.00
2.31,-18.99,0.00
2.37,-18.99,0.00
2.44,-18.99,0.00
2.50,-18.99,0.00
2.57,-18.99,0.00
2.63,-18.99,0.00
2.69,-18.99,0.00
2.76,-18.99,0.00
2.82,-18.99,0.00
2.89,-18.99,0.00
2.95,-18.99,0.00
3.02,-18.99,0.00
3.08,-18.99,0.00
3.15,-18.99,0.00
3.21,-18.99,0.00
3.27,-18.99,0.00
3.34,-18.99,0.00
3.40,-18.99,0.00
3.47,-18.99,0.00
3.53,-18.99,0.00
3.60,-18.99,0.00
3.66,-18.99,0.00
3.73,-18.99,0.00
3.79,-18.99,0.00
3.85,-18.99,0.00
3.92,-18.99,0.00
3.98,-19.00,0.00
4.05,-19.00,0.00
4.11,-19.00,0.00
4.18,-19.01,0.00
4.24,-19.02,0.00
4.30,-19.03,0.00
4.37,-19.04,0.00
4.43,-19.05,0.00
4.49,-19.06,0.00
4.56,-19.08,0.00
4.62,-19.09,0.00
4.68,-19.11,0.00
4.74,-19.13,0.00
4.81,-19.14,0.00
4.87,-19.16,0.00
4.93,-19.17,0.00
4.99,-19.19,0.00
5.05,-19.21,0.00
5.12,-19.22,0.00
5.18,-19.24,0.00
5.24,-19.25,0.00
5.30,-19.27,0.00
5.37,-19.29,0.00
5.43,-19.30,0.00
5.49,-19.32,0.00
5.55,-19.33,0.00
5.62,-19.35,0.00
5.68,-19.36,0.00
5.74,-19.38,0.00
5.81,-19.39,0.00
5.87,-19.40,0.00
5.93,-19.41,0.00
6.00,-19.42,0.00
6.06,-19.43,0.00
6.12,-19.43,0.00
6.19,-19.44,0.00
6.25,-19.45,0.00
6.32,-19.46,0.00
6.38,-19.47,0.00
6.44,-19.48,0.00
6.51,-19.49,0.00
6.57,-19.50,0.00
6.63,-19.52,0.00
6.70,-19.53,0.00
6.76,-19.54,0.00
6.82,-19.55,0.00
6.89,-19.56,0.00
6.95,-19.57,0.00
7.01,-19.59,0.00
7.08,-19.60,0.00
7.14,-19.61,0.00
7.20,-19.62,0.00
7.27,-19.63,0.00
7.33,-19.64,0.00
7.39,-19.65,0.00
7.46,-19.66,0.00
7.52,-19.68,0.00
7.58,-19.69,0.00
7.65,-19.70,0.00
7.71,-19.71,0.00
7.78,-19.72,0.00
7.84,-19.73,0.00
7.90,-19.74,0.00
7.97,-19.75,0.00
8.03,-19.76,0.00
8.09,-19.77,0.00
8.16,-19.78,0.00
8.22,-19.79,0.00
8.28,-19.80,0.00
8.35,-19.81,0.00
8.41,-19.82,0.00
8.47,-19.83,0.00
8.54,-19.84,0.00
8.60,-19.84,0.00
8.67,-19.85,0.00
8.73,-19.86,0.00
8.80,-19.86,0.00
8.86,-19.86,0.00
8.92,-19.87,0.00
8.99,-19.87,0.00
9.05,-19.87,0.00
9.12,-19.87,0.00
9.18,-19.87,0.00
9.25,-19.86,0.00
9.31,-19.86,0.00
9.37,-19.85,0.00
9.44,-19.85,0.00
9.50,-19.84,0.00
9.57,-19.83,0.00
9.63,-19.82,0.00
9.69,-19.81,0.00
9.76,-19.80,0.00
9.82,-19.78,0.00
9.88,-19.77,0.00
9.94,-19.75,0.00
10.01,-19.74,0.00
10.07,-19.72,0.00
10.13,-19.70,0.00
10.19,-19.69,0.00
10.26,-19.67,0.00
10.32,-19.66,0.00
10.38,-19.64,0.00
10.45,-19.63,0.00
10.51,-19.62,0.00
10.57,-19.61,0.00
10.64,-19.60,0.00
10.70,-19.59,0.00
10.76,-19.57,0.00
10.83,-19.56,0.00
10.89,-19.55,0.00
10.95,-19.53,0.00
11.01,-19.52,0.00
11.08,-19.50,0.00
11.14,-19.49,0.00
11.20,-19.48,0.00
11.27,-19.47,0.00
11.33,-19.46,0.00
11.40,-19.46,0.00
11.46,-19.45,0.00
11.52,-19.45,0.00
11.59,-19.44,0.00
11.65,-19.44,0.00
11.72,-19.43,0.00
11.78,-19.42,0.00
11.84,-19.41,0.00
11.91,-19.40,0.00
11.97,-19.39,0.00
12.03,-19.37,0.00
12.09,-19.35,0.00
12.16,-19.33,0.00
12.22,-19.31,0.00
12.28,-19.29,0.00
12.34,-19.27,0.00
12.40,-19.24,0.00
12.46,-19.22,0.00
12.52,-19.20,0.00
12.58,-19.18,0.00
12.64,-19.16,0.00
12.70,-19.14,0.00
12.76,-19.12,0.00
12.82,-19.10,0.00
12.89,-19.08,0.00
12.95,-19.06,0.00
13.01,-19.03,0.00
13.07,-19.01,0.00
13.13,-18.99,0.00
13.19,-18.96,0.00
13.25,-18.94,0.00
13.30,-18.91,0.00
13.36,-18.89,0.00
13.42,-18.86,0.00
13.48,-18.84,0.00
13.54,-18.81,0.00
13.60,-18.79,0.00
13.66,-18.77,0.00
