5.78,-19.38,0.00
5.85,-19.40,0.00
5.92,-19.41,0.00
5.98,-19.42,0.00
6.05,-19.42,0.00
6.11,-19.43,0.00
6.18,-19.44,0.00
6.25,-19.45,0.00
6.31,-19.46,0.00
6.38,-19.47,0.00
6.45,-19.48,0.00
6.51,-19.49,0.00
6.58,-19.51,0.00
6.64,-19.52,0.00
6.71,-19.53,0.00
6.77,-19.54,0.00
6.84,-19.55,0.00
6.91,-19.56,0.00
6.97,-19.58,0.00
7.04,-19.59,0.00
7.10,-19.60,0.00
7.17,-19.62,0.00
7.23,-19.63,0.00
7.30,-19.64,0.00
7.37,-19.65,0.00
7.43,-19.66,0.00
7.50,-19.67,0.00
7.56,-19.68,0.00
7.63,-19.69,0.00
7.70,-19.70,0.00
7.76,-19.71,0.00
7.83,-19.73,0.00
7.89,-19.74,0.00
7.96,-19.75,0.00
8.03,-19.76,0.00
8.09,-19.77,0.00
8.16,-19.78,0.00
8.22,-19.79,0.00
8.29,-19.80,0.00
8.35,-19.81,0.00
8.42,-19.82,0.00
8.49,-19.83,0.00
8.55,-19.84,0.00
8.62,-19.85,0.00
8.69,-19.85,0.00
8.75,-19.86,0.00
8.82,-19.86,0.00
8.89,-19.86,0.00
8.95,-19.87,0.00
9.02,-19.87,0.00
9.09,-19.87,0.00
9.15,-19.87,0.00
9.22,-19.86,0.00
9.29,-19.86,0.00
9.35,-19.86,0.00
9.42,-19.85,0.00
9.49,-19.84,0.00
9.55,-19.83,0.00
9.62,-19.82,0.00
9.69,-19.81,0.00
9.75,-19.80,0.00
9.82,-19.78,0.00
9.88,-19.77,0.00
9.95,-19.75,0.00
10.01,-19.74,0.00
10.07,-19.72,0.00
10.14,-19.70,0.00
10.20,-19.69,0.00
10.27,-19.67,0.00
10.33,-19.65,0.00
10.40,-19.64,0.00
10.47,-19.63,0.00
10.53,-19.62,0.00
10.60,-19.60,0.00
10.66,-19.59,0.00
10.73,-19.58,0.00
10.79,-19.57,0.00
10.86,-19.55,0.00
10.92,-19.54,0.00
10.99,-19.52,0.00
11.05,-19.51,0.00
11.12,-19.50,0.00
11.19,-19.48,0.00
11.25,-19.47,0.00
11.32,-19.47,0.00
11.38,-19.46,0.00
11.45,-19.45,0.00
11.52,-19.45,0.00
11.58,-19.44,0.00
11.65,-19.44,0.00
11.72,-19.43,0.00
11.78,-19.42,0.00
11.85,-19.41,0.00
11.92,-19.40,0.00
11.98,-19.38,0.00
12.05,-19.37,0.00
12.11,-19.35,0.00
12.17,-19.33,0.00
12.24,-19.30,0.00
12.30,-19.28,0.00
12.36,-19.26,0.00
12.42,-19.24,0.00
12.49,-19.21,0.00
12.55,-19.19,0.00
12.61,-19.17,0.00
12.68,-19.15,0.00
12.74,-19.13,0.00
12.80,-19.11,0.00
12.87,-19.08,0.00
12.93,-19.06,0.00
12.99,-19.04,0.00
13.05,-19.01,0.00
13.12,-18.99,0.00
13.18,-18.96,0.00
13.24,-18.94,0.00
13.30,-18.91,0.00
13.36,-18.89,0.00
13.42,-18.86,0.00
13.49,-18.83,0.00
13.55,-18.81,0.00
13.61,-18.79,0.00
13.67,-18.76,0.00
13.74,-18.74,0.00
13.80,-18.72,0.00
13.87,-18.71,0.00
13.93,-18.69,0.00
14.00,-18.67,0.00
14.06,-18.65,0.00
14.12,-18.63,0.00
14.19,-18.61,0.00
14.25,-18.59,0.00
14.31,-18.57,0.00
14.38,-18.55,0.00
14.44,-18.52,0.00
14.50,-18.50,0.00
14.56,-18.48,0.00
14.63,-18.45,0.00
14.69,-18.43,0.00
14.75,-18.41,0.00
14.82,-18.39,0.00
14.88,-18.37,0.00
14.95,-18.36,0.00
15.01,-18.34,0.00
15.07,-18.32,0.00
15.14,-18.30,0.00
15.20,-18.29,0.00
15.27,-18.27,0.00
15.33,-18.25,0.00
15.40,-18.24,0.00
15.46,-18.22,0.00
15.53,-18.21,0.00
15.59,-18.19,0.00
15.66,-18.18,0.00
15.72,-18.17,0.00
15.79,-18.16,0.00
15.86,-18.15,0.00
